,stop_date,stop_time,country_name,driver_gender,driver_age_raw,driver_age,driver_race,violation_raw,violation,search_conducted,search_type,stop_outcome,is_arrested,stop_duration,drugs_related_stop,vehicle_number
1200,2020-01-01,20:00:00,Canada,F,41,26,Asian,Signal Violation,DUI,False,Vehicle Search,Ticket,False,30+ Min,True,GJ20TE1675
1201,2020-01-01,20:01:00,USA,M,71,47,Asian,Other,Seatbelt,True,Vehicle Search,Arrest,False,30+ Min,True,WB29WK6136
1202,2020-01-01,20:02:00,USA,M,66,47,Other,Seatbelt,Other,True,Frisk,Warning,True,0-15 Min,True,TN86HP1384
1203,2020-01-01,20:03:00,Canada,F,78,67,Black,Speeding,Signal,True,Frisk,Ticket,False,16-30 Min,True,UP90OB3878
1204,2020-01-01,20:04:00,USA,M,74,48,Black,Speeding,Speeding,True,Frisk,Ticket,False,16-30 Min,False,WB31MK5018
1205,2020-01-01,20:05:00,USA,F,70,55,Other,Seatbelt,Speeding,True,Vehicle Search,Ticket,False,16-30 Min,False,DL69UE7763
1206,2020-01-01,20:06:00,USA,F,49,63,Black,Other,DUI,False,Frisk,Arrest,True,30+ Min,True,WB54UW7502
1207,2020-01-01,20:07:00,Canada,M,44,64,Asian,Drunk Driving,Speeding,False,Frisk,Arrest,True,16-30 Min,False,TN59VL2992
1208,2020-01-01,20:08:00,USA,F,35,70,White,Seatbelt,Seatbelt,False,Frisk,Arrest,False,30+ Min,False,UP44UL3924
1209,2020-01-01,20:09:00,USA,M,62,19,White,Signal Violation,Signal,True,Vehicle Search,Arrest,False,0-15 Min,False,UP72AP2667
1210,2020-01-01,20:10:00,USA,M,50,73,Other,Speeding,Other,False,Vehicle Search,Warning,False,16-30 Min,False,WB70OZ3764
1211,2020-01-01,20:11:00,Canada,F,35,52,White,Speeding,Other,True,Frisk,Ticket,False,16-30 Min,True,WB66FR3192
1212,2020-01-01,20:12:00,India,F,29,44,Other,Signal Violation,Signal,False,Frisk,Ticket,True,30+ Min,False,DL20SD5569
1213,2020-01-01,20:13:00,India,M,26,65,Black,Speeding,Signal,False,Frisk,Warning,False,0-15 Min,True,WB69TZ4688
1214,2020-01-01,20:14:00,India,M,65,40,White,Other,Seatbelt,False,Frisk,Arrest,False,16-30 Min,True,GJ76AJ2356
1215,2020-01-01,20:15:00,Canada,M,53,51,Black,Other,Other,True,Frisk,Ticket,True,0-15 Min,False,RJ81CI8464
1216,2020-01-01,20:16:00,India,M,60,28,Other,Signal Violation,DUI,False,Vehicle Search,Warning,True,16-30 Min,False,WB96GG6586
1217,2020-01-01,20:17:00,Canada,M,48,19,Asian,Seatbelt,Signal,False,Frisk,Arrest,True,16-30 Min,False,GJ19JU4778
1218,2020-01-01,20:18:00,Canada,F,49,27,Hispanic,Signal Violation,Other,True,Vehicle Search,Warning,False,16-30 Min,False,KA22SP1900
1219,2020-01-01,20:19:00,India,M,32,41,Hispanic,Other,DUI,False,Frisk,Warning,True,0-15 Min,True,DL11VR4564
1220,2020-01-01,20:20:00,India,M,49,62,Other,Signal Violation,Seatbelt,False,Frisk,Ticket,True,16-30 Min,False,RJ65NN1791
1221,2020-01-01,20:21:00,India,M,67,31,Asian,Signal Violation,Other,False,Frisk,Warning,False,16-30 Min,False,RJ27WH7084
1222,2020-01-01,20:22:00,India,M,80,57,White,Seatbelt,Other,False,Frisk,Warning,False,16-30 Min,True,DL46IT1813
1223,2020-01-01,20:23:00,USA,F,59,43,Hispanic,Seatbelt,DUI,True,Vehicle Search,Warning,False,30+ Min,True,UP15EW2369
1224,2020-01-01,20:24:00,India,M,43,66,White,Drunk Driving,Signal,False,Vehicle Search,Ticket,False,16-30 Min,True,RJ74BM1889
1225,2020-01-01,20:25:00,Canada,F,44,27,Hispanic,Signal Violation,Seatbelt,True,Frisk,Ticket,False,0-15 Min,True,DL83UW2476
1226,2020-01-01,20:26:00,Canada,M,33,50,White,Speeding,Seatbelt,True,Vehicle Search,Ticket,True,30+ Min,False,DL79RS7925
1227,2020-01-01,20:27:00,USA,M,46,37,Other,Other,Other,False,Frisk,Arrest,True,30+ Min,False,RJ38AH4011
1228,2020-01-01,20:28:00,India,M,71,24,Asian,Drunk Driving,Speeding,False,Frisk,Warning,False,0-15 Min,False,DL22QL2913
1229,2020-01-01,20:29:00,USA,M,46,70,Asian,Seatbelt,Seatbelt,False,Vehicle Search,Warning,True,16-30 Min,False,MH35ZS3996
1230,2020-01-01,20:30:00,India,M,55,70,White,Other,Seatbelt,True,Frisk,Arrest,False,0-15 Min,True,TN34QL4988
1231,2020-01-01,20:31:00,India,M,44,74,White,Speeding,DUI,False,Frisk,Warning,True,0-15 Min,True,UP27GF8326
1232,2020-01-01,20:32:00,Canada,M,61,37,Asian,Other,Signal,False,Vehicle Search,Arrest,True,30+ Min,False,KA72FN1533
1233,2020-01-01,20:33:00,USA,F,35,76,Hispanic,Seatbelt,Speeding,True,Vehicle Search,Arrest,True,30+ Min,False,DL19RA9126
1234,2020-01-01,20:34:00,USA,M,53,35,Black,Speeding,DUI,True,Frisk,Ticket,False,16-30 Min,True,TN22HS7991
1235,2020-01-01,20:35:00,India,M,51,60,Asian,Signal Violation,Signal,True,Frisk,Warning,False,30+ Min,False,UP85HH2587
1236,2020-01-01,20:36:00,Canada,F,52,31,White,Drunk Driving,Signal,True,Frisk,Arrest,False,30+ Min,True,RJ92RK7238
1237,2020-01-01,20:37:00,India,F,46,67,Other,Signal Violation,Speeding,False,Frisk,Ticket,False,30+ Min,True,TN29ZA9266
1238,2020-01-01,20:38:00,India,F,60,32,Other,Speeding,Seatbelt,True,Vehicle Search,Warning,True,16-30 Min,False,RJ54BO8773
1239,2020-01-01,20:39:00,USA,M,47,29,Asian,Speeding,Seatbelt,False,Frisk,Warning,False,16-30 Min,True,DL17RP4180
1240,2020-01-01,20:40:00,India,F,50,49,Other,Signal Violation,Signal,False,Frisk,Arrest,True,0-15 Min,True,TN77TP3679
1241,2020-01-01,20:41:00,Canada,F,63,75,Other,Speeding,Seatbelt,False,Frisk,Warning,False,16-30 Min,True,GJ14EG5008
1242,2020-01-01,20:42:00,India,M,62,45,Asian,Signal Violation,Speeding,False,Frisk,Warning,True,16-30 Min,False,GJ51XY3755
1243,2020-01-01,20:43:00,USA,F,47,59,Other,Signal Violation,Speeding,False,Vehicle Search,Arrest,False,0-15 Min,False,TN88UV3506
1244,2020-01-01,20:44:00,India,F,76,68,Hispanic,Speeding,Speeding,False,Frisk,Ticket,True,0-15 Min,False,TN41KA5676
1245,2020-01-01,20:45:00,Canada,F,46,22,Other,Signal Violation,Other,False,Frisk,Ticket,False,0-15 Min,False,UP14BR3043
1246,2020-01-01,20:46:00,USA,M,54,71,Hispanic,Signal Violation,Seatbelt,False,Vehicle Search,Arrest,True,30+ Min,True,DL50TY6684
1247,2020-01-01,20:47:00,Canada,F,32,72,White,Seatbelt,Speeding,False,Frisk,Warning,False,16-30 Min,True,MH36YY3350
1248,2020-01-01,20:48:00,India,F,75,42,Black,Signal Violation,Signal,True,Frisk,Ticket,True,30+ Min,False,KA16PO7274
1249,2020-01-01,20:49:00,Canada,M,50,20,Other,Signal Violation,Signal,True,Frisk,Ticket,False,16-30 Min,False,WB80BO2446
1250,2020-01-01,20:50:00,Canada,F,58,53,Other,Speeding,Signal,True,Frisk,Warning,False,16-30 Min,True,UP59MD5249
1251,2020-01-01,20:51:00,USA,F,56,29,Black,Signal Violation,DUI,True,Frisk,Arrest,True,16-30 Min,True,MH85TX5703
1252,2020-01-01,20:52:00,USA,F,72,36,Black,Signal Violation,Seatbelt,True,Vehicle Search,Arrest,False,0-15 Min,False,WB90TP2781
1253,2020-01-01,20:53:00,India,M,25,70,Other,Speeding,Speeding,True,Frisk,Ticket,False,0-15 Min,True,DL67JC3132
1254,2020-01-01,20:54:00,Canada,M,76,69,White,Speeding,Other,False,Frisk,Arrest,False,0-15 Min,False,GJ11OA2232
1255,2020-01-01,20:55:00,India,M,48,55,Hispanic,Other,Signal,False,Frisk,Ticket,False,30+ Min,False,WB72XM1283
1256,2020-01-01,20:56:00,India,F,66,36,Hispanic,Drunk Driving,Seatbelt,False,Frisk,Warning,False,30+ Min,True,DL71FJ8030
1257,2020-01-01,20:57:00,India,F,59,36,White,Speeding,Signal,False,Frisk,Warning,False,30+ Min,True,DL42KM9057
1258,2020-01-01,20:58:00,Canada,F,22,32,Asian,Signal Violation,Speeding,True,Vehicle Search,Warning,False,30+ Min,False,GJ58TD4761
1259,2020-01-01,20:59:00,USA,F,80,68,Black,Speeding,Speeding,True,Frisk,Ticket,False,0-15 Min,True,UP74WJ5834
1260,2020-01-01,21:00:00,USA,M,26,35,Other,Speeding,Other,False,Frisk,Arrest,True,30+ Min,False,WB61XB3386
1261,2020-01-01,21:01:00,India,M,69,35,Hispanic,Speeding,DUI,False,Vehicle Search,Ticket,False,16-30 Min,True,WB26TZ8168
1262,2020-01-01,21:02:00,Canada,F,58,77,White,Speeding,Other,True,Frisk,Ticket,False,0-15 Min,True,WB43NJ3930
1263,2020-01-01,21:03:00,India,M,39,68,White,Seatbelt,DUI,True,Vehicle Search,Warning,False,30+ Min,True,WB27MK5226
1264,2020-01-01,21:04:00,Canada,F,69,32,White,Seatbelt,Speeding,True,Frisk,Arrest,True,30+ Min,False,TN71QC1489
1265,2020-01-01,21:05:00,Canada,M,67,76,Hispanic,Drunk Driving,Seatbelt,False,Vehicle Search,Arrest,True,0-15 Min,False,UP53DQ5309
1266,2020-01-01,21:06:00,Canada,F,33,23,Hispanic,Seatbelt,Signal,False,Frisk,Arrest,True,16-30 Min,True,KA95MN3270
1267,2020-01-01,21:07:00,USA,F,75,26,White,Signal Violation,DUI,True,Frisk,Warning,False,0-15 Min,True,MH76CK6096
1268,2020-01-01,21:08:00,India,F,68,77,Asian,Signal Violation,Other,True,Frisk,Arrest,True,30+ Min,False,GJ30AH4694
1269,2020-01-01,21:09:00,USA,F,29,22,Hispanic,Signal Violation,Signal,False,Vehicle Search,Ticket,False,16-30 Min,False,KA50QR3592
1270,2020-01-01,21:10:00,India,F,32,51,Hispanic,Speeding,Speeding,True,Frisk,Warning,True,16-30 Min,False,GJ98TX6436
1271,2020-01-01,21:11:00,USA,M,25,80,White,Speeding,DUI,True,Vehicle Search,Arrest,True,0-15 Min,True,DL63SP1745
1272,2020-01-01,21:12:00,Canada,F,21,46,Asian,Drunk Driving,DUI,False,Frisk,Ticket,False,16-30 Min,False,TN14GO9450
1273,2020-01-01,21:13:00,India,M,79,77,Hispanic,Signal Violation,DUI,False,Frisk,Warning,True,0-15 Min,False,KA45PO8635
1274,2020-01-01,21:14:00,Canada,F,77,72,Other,Other,Other,True,Frisk,Ticket,False,30+ Min,False,UP68XO5408
1275,2020-01-01,21:15:00,USA,M,64,28,Asian,Seatbelt,Signal,True,Frisk,Warning,False,30+ Min,True,DL19OP8047
1276,2020-01-01,21:16:00,India,F,23,45,Asian,Signal Violation,Speeding,False,Vehicle Search,Arrest,True,30+ Min,False,KA37ZM2242
1277,2020-01-01,21:17:00,Canada,M,73,73,Black,Drunk Driving,Speeding,True,Frisk,Warning,False,16-30 Min,False,TN42QW2725
1278,2020-01-01,21:18:00,India,M,61,74,Asian,Other,Other,True,Frisk,Ticket,False,16-30 Min,True,WB14YR8151
1279,2020-01-01,21:19:00,USA,M,23,49,Black,Speeding,Seatbelt,False,Frisk,Ticket,True,30+ Min,False,GJ64HO3221
1280,2020-01-01,21:20:00,India,M,58,61,Asian,Signal Violation,Other,True,Frisk,Ticket,False,0-15 Min,False,DL69ZY1208
1281,2020-01-01,21:21:00,India,M,26,38,Hispanic,Signal Violation,Other,True,Frisk,Arrest,True,0-15 Min,False,UP79XA1423
1282,2020-01-01,21:22:00,USA,F,42,42,White,Other,Seatbelt,False,Vehicle Search,Ticket,False,0-15 Min,True,MH56RI2727
1283,2020-01-01,21:23:00,Canada,F,28,18,Asian,Seatbelt,Signal,True,Frisk,Ticket,True,16-30 Min,True,WB14CC7928
1284,2020-01-01,21:24:00,Canada,F,58,31,Other,Speeding,Seatbelt,False,Frisk,Ticket,False,16-30 Min,False,MH72AJ5527
1285,2020-01-01,21:25:00,USA,M,64,53,White,Other,Other,False,Vehicle Search,Ticket,True,0-15 Min,False,UP80EN7475
1286,2020-01-01,21:26:00,USA,M,72,19,Hispanic,Speeding,Other,False,Vehicle Search,Ticket,False,0-15 Min,True,DL22II2944
1287,2020-01-01,21:27:00,USA,M,44,74,White,Other,Signal,True,Frisk,Ticket,True,16-30 Min,False,MH42JA8319
1288,2020-01-01,21:28:00,USA,M,75,49,Asian,Other,DUI,False,Vehicle Search,Warning,True,30+ Min,False,MH37RM1388
1289,2020-01-01,21:29:00,India,M,38,54,White,Signal Violation,DUI,True,Frisk,Ticket,False,0-15 Min,False,KA46RB3196
1290,2020-01-01,21:30:00,India,F,56,44,Hispanic,Other,Signal,True,Frisk,Ticket,True,0-15 Min,False,TN74FK1700
1291,2020-01-01,21:31:00,India,F,47,68,White,Other,Signal,False,Frisk,Warning,False,0-15 Min,True,UP26AR1181
1292,2020-01-01,21:32:00,Canada,F,69,27,Black,Speeding,DUI,False,Vehicle Search,Warning,True,30+ Min,False,TN48WE9536
1293,2020-01-01,21:33:00,India,M,49,67,Black,Signal Violation,Seatbelt,True,Frisk,Ticket,True,0-15 Min,True,WB66NI7607
1294,2020-01-01,21:34:00,USA,F,79,20,Hispanic,Other,Seatbelt,True,Frisk,Arrest,True,16-30 Min,True,MH82ZT5383
1295,2020-01-01,21:35:00,USA,F,49,68,Black,Drunk Driving,DUI,False,Frisk,Warning,False,0-15 Min,False,MH41SV1803
1296,2020-01-01,21:36:00,USA,M,36,25,Black,Speeding,Speeding,True,Frisk,Warning,True,30+ Min,True,KA36ER7635
1297,2020-01-01,21:37:00,India,F,41,44,Other,Speeding,Signal,False,Frisk,Arrest,True,16-30 Min,False,WB60PF9899
1298,2020-01-01,21:38:00,India,F,59,46,Other,Seatbelt,DUI,True,Frisk,Arrest,True,16-30 Min,False,RJ10WN3824
1299,2020-01-01,21:39:00,Canada,M,62,23,Other,Speeding,Other,False,Vehicle Search,Arrest,True,16-30 Min,True,DL55NN6486
1300,2020-01-01,21:40:00,India,F,24,33,Hispanic,Other,DUI,False,Frisk,Warning,False,16-30 Min,False,KA21TK3740
1301,2020-01-01,21:41:00,USA,M,58,47,Other,Seatbelt,Speeding,True,Frisk,Warning,False,0-15 Min,False,KA26RC3354
1302,2020-01-01,21:42:00,USA,F,38,69,Hispanic,Seatbelt,Speeding,False,Frisk,Arrest,True,30+ Min,False,DL85QJ8019
1303,2020-01-01,21:43:00,USA,M,48,64,White,Seatbelt,Other,False,Frisk,Warning,False,16-30 Min,True,WB45VX7138
1304,2020-01-01,21:44:00,Canada,F,79,70,Asian,Other,Speeding,False,Vehicle Search,Ticket,False,0-15 Min,False,GJ60YV2409
1305,2020-01-01,21:45:00,India,F,76,36,Asian,Seatbelt,Speeding,False,Frisk,Warning,True,16-30 Min,True,KA63UL8572
1306,2020-01-01,21:46:00,Canada,M,64,77,Other,Speeding,Signal,True,Frisk,Ticket,False,16-30 Min,False,RJ14IH1784
1307,2020-01-01,21:47:00,India,M,48,56,White,Seatbelt,Signal,True,Frisk,Warning,False,0-15 Min,True,MH83EJ1374
1308,2020-01-01,21:48:00,Canada,M,19,45,Other,Seatbelt,Other,True,Vehicle Search,Arrest,True,30+ Min,False,GJ52IF3908
1309,2020-01-01,21:49:00,India,M,42,40,Hispanic,Seatbelt,Speeding,False,Vehicle Search,Warning,False,16-30 Min,True,WB92CP5472
1310,2020-01-01,21:50:00,India,M,41,29,Hispanic,Seatbelt,Other,False,Vehicle Search,Arrest,False,30+ Min,True,RJ76UO5007
1311,2020-01-01,21:51:00,India,M,58,18,Other,Other,Speeding,True,Frisk,Arrest,True,30+ Min,True,GJ50EN5022
1312,2020-01-01,21:52:00,Canada,M,78,61,White,Speeding,Speeding,False,Frisk,Warning,True,30+ Min,False,DL29LT8745
1313,2020-01-01,21:53:00,USA,F,72,55,Asian,Speeding,Seatbelt,False,Frisk,Arrest,False,16-30 Min,True,TN31IP7821
1314,2020-01-01,21:54:00,India,F,54,28,Other,Speeding,Other,False,Frisk,Ticket,False,30+ Min,False,UP22CY1545
1315,2020-01-01,21:55:00,USA,M,39,64,White,Drunk Driving,Signal,False,Frisk,Arrest,False,30+ Min,False,KA25US9143
1316,2020-01-01,21:56:00,India,F,47,75,Black,Drunk Driving,Signal,True,Vehicle Search,Arrest,True,0-15 Min,True,DL78NJ7201
1317,2020-01-01,21:57:00,India,M,66,59,Black,Seatbelt,Seatbelt,True,Frisk,Arrest,False,16-30 Min,False,RJ39FX5374
1318,2020-01-01,21:58:00,India,F,65,35,Black,Drunk Driving,Signal,True,Frisk,Ticket,False,30+ Min,False,RJ82BA8083
1319,2020-01-01,21:59:00,India,M,60,33,Hispanic,Drunk Driving,DUI,False,Frisk,Warning,False,16-30 Min,False,GJ64GR1885
1320,2020-01-01,22:00:00,India,M,23,44,Black,Signal Violation,DUI,False,Frisk,Ticket,True,30+ Min,True,MH91UG7554
1321,2020-01-01,22:01:00,India,F,77,18,Other,Seatbelt,DUI,False,Frisk,Warning,False,0-15 Min,False,KA19VM7367
1322,2020-01-01,22:02:00,Canada,M,80,33,Other,Speeding,DUI,True,Frisk,Ticket,False,16-30 Min,False,MH78UC2276
1323,2020-01-01,22:03:00,India,M,46,65,Other,Other,DUI,False,Frisk,Warning,True,16-30 Min,False,UP76LC8664
1324,2020-01-01,22:04:00,India,M,77,80,Hispanic,Speeding,Other,False,Frisk,Arrest,False,30+ Min,False,UP33KV8180
1325,2020-01-01,22:05:00,Canada,M,66,23,Asian,Drunk Driving,Other,False,Frisk,Ticket,True,16-30 Min,True,TN93NG7516
1326,2020-01-01,22:06:00,India,M,51,67,Other,Drunk Driving,Other,True,Vehicle Search,Warning,False,0-15 Min,True,DL59EH8510
1327,2020-01-01,22:07:00,India,M,51,50,White,Speeding,Seatbelt,True,Vehicle Search,Arrest,False,16-30 Min,False,DL44ZN9520
1328,2020-01-01,22:08:00,India,M,41,80,Other,Other,DUI,True,Frisk,Arrest,True,0-15 Min,False,MH98CH6564
1329,2020-01-01,22:09:00,USA,M,37,34,White,Speeding,Other,True,Frisk,Ticket,True,0-15 Min,False,WB92SJ9213
1330,2020-01-01,22:10:00,Canada,M,36,33,Other,Speeding,DUI,True,Frisk,Warning,False,16-30 Min,False,WB82HB8991
1331,2020-01-01,22:11:00,USA,M,63,71,White,Seatbelt,Seatbelt,True,Vehicle Search,Ticket,True,30+ Min,False,MH33DN1432
1332,2020-01-01,22:12:00,USA,F,73,43,Asian,Drunk Driving,Other,True,Vehicle Search,Ticket,True,0-15 Min,False,DL51XC1032
1333,2020-01-01,22:13:00,USA,F,60,45,Black,Drunk Driving,Other,False,Frisk,Ticket,True,30+ Min,True,KA65WV4879
1334,2020-01-01,22:14:00,Canada,M,76,64,Hispanic,Signal Violation,Signal,False,Frisk,Arrest,False,0-15 Min,False,KA78GR9074
1335,2020-01-01,22:15:00,India,F,35,79,Hispanic,Other,Signal,False,Frisk,Arrest,False,16-30 Min,True,GJ52CP4364
1336,2020-01-01,22:16:00,India,F,56,59,Black,Seatbelt,DUI,True,Frisk,Arrest,False,30+ Min,False,GJ26JN7635
1337,2020-01-01,22:17:00,India,M,38,68,Black,Signal Violation,Signal,True,Frisk,Arrest,True,30+ Min,False,WB94TE7787
1338,2020-01-01,22:18:00,India,F,74,29,Hispanic,Drunk Driving,Speeding,True,Vehicle Search,Ticket,True,0-15 Min,True,MH61UN3193
1339,2020-01-01,22:19:00,USA,F,71,33,Other,Drunk Driving,Speeding,True,Frisk,Arrest,True,0-15 Min,True,GJ78RL5466
1340,2020-01-01,22:20:00,USA,F,30,53,White,Other,DUI,True,Vehicle Search,Ticket,False,0-15 Min,False,TN26UA1830
1341,2020-01-01,22:21:00,India,M,30,66,White,Other,Signal,True,Frisk,Warning,False,16-30 Min,True,GJ18GG8627
1342,2020-01-01,22:22:00,India,M,35,79,Other,Speeding,Other,False,Frisk,Ticket,False,0-15 Min,True,GJ62NI6111
1343,2020-01-01,22:23:00,India,F,65,23,Asian,Speeding,Seatbelt,True,Frisk,Warning,True,0-15 Min,False,TN88JB6599
1344,2020-01-01,22:24:00,Canada,F,33,25,Other,Seatbelt,Signal,True,Vehicle Search,Ticket,False,30+ Min,False,RJ64ZV1190
1345,2020-01-01,22:25:00,India,M,76,45,White,Speeding,Other,False,Vehicle Search,Arrest,True,16-30 Min,False,RJ46MD1742
1346,2020-01-01,22:26:00,India,M,74,67,Other,Other,Other,False,Frisk,Arrest,False,30+ Min,True,DL51GZ3851
1347,2020-01-01,22:27:00,USA,M,49,39,Hispanic,Seatbelt,Other,True,Frisk,Arrest,True,0-15 Min,False,DL96QR6838
1348,2020-01-01,22:28:00,Canada,M,35,59,Hispanic,Signal Violation,Seatbelt,False,Frisk,Arrest,False,16-30 Min,False,KA68XE7716
1349,2020-01-01,22:29:00,Canada,F,57,51,Other,Other,Other,False,Vehicle Search,Arrest,False,16-30 Min,True,RJ43OF3208
1350,2020-01-01,22:30:00,USA,M,60,58,Asian,Seatbelt,Seatbelt,False,Vehicle Search,Ticket,False,0-15 Min,True,RJ12WM1221
1351,2020-01-01,22:31:00,Canada,F,76,23,Asian,Other,Speeding,True,Vehicle Search,Warning,False,0-15 Min,True,DL36CY6346
1352,2020-01-01,22:32:00,Canada,M,50,68,Asian,Speeding,Other,False,Frisk,Arrest,False,0-15 Min,True,DL33TP9944
1353,2020-01-01,22:33:00,USA,M,66,52,Other,Drunk Driving,Seatbelt,True,Frisk,Arrest,True,16-30 Min,True,DL79KD7582
1354,2020-01-01,22:34:00,India,M,21,64,Other,Speeding,DUI,True,Vehicle Search,Arrest,True,0-15 Min,False,WB52TY7573
1355,2020-01-01,22:35:00,India,F,26,24,Black,Signal Violation,Seatbelt,False,Vehicle Search,Warning,False,0-15 Min,True,KA21ZA4180
1356,2020-01-01,22:36:00,USA,M,64,67,Hispanic,Signal Violation,DUI,True,Frisk,Ticket,True,0-15 Min,False,WB73AO7608
1357,2020-01-01,22:37:00,USA,M,42,30,Black,Speeding,Other,True,Vehicle Search,Warning,True,0-15 Min,False,RJ87VG4349
1358,2020-01-01,22:38:00,Canada,F,68,75,Black,Speeding,Seatbelt,False,Vehicle Search,Ticket,True,0-15 Min,False,UP92BW1891
1359,2020-01-01,22:39:00,USA,M,61,60,Asian,Speeding,Other,False,Frisk,Warning,True,0-15 Min,False,UP96CA4229
1360,2020-01-01,22:40:00,USA,M,21,41,Asian,Seatbelt,Seatbelt,False,Frisk,Warning,False,30+ Min,True,DL28TX6446
1361,2020-01-01,22:41:00,India,F,47,37,White,Other,Speeding,False,Vehicle Search,Ticket,False,0-15 Min,True,DL84MS2166
1362,2020-01-01,22:42:00,USA,M,69,19,Asian,Speeding,Speeding,False,Frisk,Ticket,False,16-30 Min,True,GJ45MW5420
1363,2020-01-01,22:43:00,Canada,F,47,59,White,Speeding,Seatbelt,True,Frisk,Warning,True,30+ Min,True,GJ19CN6119
1364,2020-01-01,22:44:00,USA,M,28,48,Asian,Signal Violation,Speeding,True,Frisk,Warning,True,30+ Min,True,UP18VS4116
1365,2020-01-01,22:45:00,Canada,M,36,79,Other,Drunk Driving,Signal,True,Vehicle Search,Ticket,True,30+ Min,True,WB86IU7504
1366,2020-01-01,22:46:00,USA,F,56,32,Other,Drunk Driving,Speeding,True,Frisk,Warning,False,16-30 Min,True,UP12GN4732
1367,2020-01-01,22:47:00,USA,M,60,31,Asian,Drunk Driving,DUI,False,Frisk,Warning,False,16-30 Min,True,GJ35SZ3520
1368,2020-01-01,22:48:00,Canada,M,62,62,Hispanic,Other,DUI,False,Vehicle Search,Ticket,False,0-15 Min,True,UP71UL9288
1369,2020-01-01,22:49:00,India,M,64,45,Black,Speeding,Speeding,True,Frisk,Ticket,False,16-30 Min,False,DL74YX4250
1370,2020-01-01,22:50:00,Canada,F,73,32,Asian,Seatbelt,Seatbelt,False,Frisk,Ticket,True,16-30 Min,False,MH17GJ7477
1371,2020-01-01,22:51:00,USA,F,49,54,Other,Drunk Driving,Other,False,Vehicle Search,Arrest,True,0-15 Min,False,MH25ET3174
1372,2020-01-01,22:52:00,India,M,30,52,Other,Drunk Driving,Signal,False,Frisk,Warning,True,30+ Min,False,TN25WM2906
1373,2020-01-01,22:53:00,USA,M,32,65,White,Drunk Driving,DUI,False,Vehicle Search,Ticket,True,0-15 Min,True,UP85DE4418
1374,2020-01-01,22:54:00,Canada,M,55,54,Other,Drunk Driving,Speeding,False,Frisk,Arrest,True,16-30 Min,False,RJ25DD6672
1375,2020-01-01,22:55:00,India,F,62,29,Other,Seatbelt,Seatbelt,True,Frisk,Ticket,True,16-30 Min,False,DL40ZR8596
1376,2020-01-01,22:56:00,India,F,75,71,Other,Other,Speeding,False,Vehicle Search,Arrest,False,16-30 Min,False,UP67GK8723
1377,2020-01-01,22:57:00,Canada,M,49,22,Asian,Speeding,Seatbelt,False,Frisk,Ticket,False,16-30 Min,False,TN99UJ4092
1378,2020-01-01,22:58:00,USA,M,77,44,Black,Other,Speeding,False,Vehicle Search,Arrest,True,30+ Min,True,GJ76CE1238
1379,2020-01-01,22:59:00,USA,F,43,41,Black,Signal Violation,Speeding,False,Frisk,Warning,False,0-15 Min,False,GJ18JR9558
1380,2020-01-01,23:00:00,USA,F,39,74,White,Signal Violation,Other,True,Frisk,Arrest,False,30+ Min,False,DL51XY1427
1381,2020-01-01,23:01:00,India,F,22,40,Hispanic,Speeding,Signal,True,Frisk,Warning,False,16-30 Min,True,MH88MS4792
1382,2020-01-01,23:02:00,India,M,63,52,Other,Speeding,Signal,False,Frisk,Warning,True,16-30 Min,True,GJ30XR7776
1383,2020-01-01,23:03:00,USA,M,70,20,Black,Seatbelt,DUI,True,Vehicle Search,Warning,False,16-30 Min,False,MH77EP1229
1384,2020-01-01,23:04:00,India,M,75,27,White,Seatbelt,Speeding,True,Frisk,Arrest,True,30+ Min,False,MH67KW5141
1385,2020-01-01,23:05:00,USA,M,65,44,Black,Drunk Driving,DUI,False,Frisk,Ticket,False,30+ Min,False,TN69DF1259
1386,2020-01-01,23:06:00,Canada,F,33,41,Black,Speeding,Other,False,Frisk,Warning,True,16-30 Min,True,UP40JP1629
1387,2020-01-01,23:07:00,Canada,F,35,61,White,Seatbelt,DUI,True,Vehicle Search,Arrest,True,0-15 Min,True,RJ69JZ4348
1388,2020-01-01,23:08:00,USA,F,38,66,Asian,Speeding,Seatbelt,True,Vehicle Search,Ticket,False,16-30 Min,False,MH92GK6058
1389,2020-01-01,23:09:00,USA,M,73,70,Other,Other,Speeding,False,Frisk,Arrest,False,30+ Min,True,MH71UN2574
1390,2020-01-01,23:10:00,Canada,M,33,70,Asian,Other,Speeding,True,Frisk,Ticket,True,16-30 Min,True,UP99ZT6652
1391,2020-01-01,23:11:00,USA,F,62,19,Hispanic,Drunk Driving,DUI,True,Frisk,Ticket,False,30+ Min,True,DL10KK6412
1392,2020-01-01,23:12:00,India,M,45,32,White,Other,Seatbelt,False,Frisk,Ticket,True,30+ Min,False,UP56OQ5162
1393,2020-01-01,23:13:00,Canada,F,78,73,Black,Drunk Driving,DUI,False,Frisk,Ticket,False,0-15 Min,False,TN27DZ9961
1394,2020-01-01,23:14:00,USA,M,45,31,Black,Signal Violation,Signal,False,Frisk,Ticket,True,0-15 Min,True,UP55HX8631
1395,2020-01-01,23:15:00,Canada,M,53,27,Black,Speeding,Signal,False,Frisk,Arrest,False,30+ Min,True,TN81AP3559
1396,2020-01-01,23:16:00,India,M,51,50,Other,Speeding,Seatbelt,False,Frisk,Arrest,False,16-30 Min,True,UP78TC9836
